-0.610,0.305,4.817
-0.610,0.488,4.817
-1.098,0.305,4.756
-1.159,0.122,4.695
-0.915,0.427,4.451
-1.037,0.183,4.756
-1.646,-0.244,5.183
-1.280,-0.061,4.939
-1.220,0.122,4.695
-1.463,-0.061,4.756
-1.585,-0.122,4.939
-1.524,-0.244,4.878
-1.829,-0.366,4.939
-1.524,-0.183,4.939
-1.220,0.061,4.817
-1.098,-0.061,4.878
-0.976,0.122,4.878
-0.732,0.488,4.634
-0.854,0.244,4.634
-0.976,0.122,4.817
-0.854,0.305,4.939
-0.976,0.244,4.817
-1.037,0.000,4.878
-1.037,0.122,4.634
-1.280,0.122,4.756
-1.585,-0.061,4.939
-1.585,-0.122,5.061
-1.646,-0.122,4.878
-1.341,-0.183,4.695
-1.341,-0.122,4.817
-1.220,0.000,4.939
-1.280,0.061,4.939
-0.976,0.122,4.817
-0.976,0.244,4.512
-0.915,0.122,4.634
-1.037,0.122,4.817
-0.976,0.305,4.817
-1.037,0.244,4.817
-1.098,0.244,4.756
-1.159,0.183,4.817
-1.037,0.122,4.817
-1.159,0.061,4.817
-1.280,0.000,4.878
-1.402,0.000,4.817
-1.524,-0.061,4.878
-1.524,-0.122,4.878
-1.463,-0.122,4.939
-1.220,0.061,4.756
-1.159,0.122,4.878
-1.220,0.183,4.878
-1.159,0.183,4.878
-0.976,0.122,4.695
-0.915,0.122,4.695
-0.915,0.183,4.756
-0.976,0.244,4.878
-1.037,0.244,4.817
-1.037,0.305,4.756
-1.220,0.000,5.000
-1.341,0.000,4.878
-1.402,0.061,4.695
-1.402,-0.122,4.878
-1.402,-0.061,4.817
-1.402,0.000,4.756
-1.220,-0.061,4.817
-1.159,0.000,4.878
-1.280,0.061,4.817
-1.220,0.061,4.756
-1.098,0.061,4.939
-0.915,0.183,4.939
-0.915,0.244,4.817
-1.037,0.183,4.817
-1.220,0.244,4.878
-0.915,0.244,4.939
-1.037,0.122,4.756
-1.159,0.061,4.695
-1.159,0.122,4.756
-1.159,0.061,4.878
-1.341,0.061,4.878
-1.280,0.000,4.878
-1.220,0.000,4.878
-1.220,0.061,4.939
